id	frequency	en	pos	es	nl
3134	2359	resort	n	recurso	toevlucht
3135	2358	pop	n	popular	knal
3136	2357	organ	n	Organo	orgaan
3137	2357	ease	v	facilitar	gemak
3138	2353	friendship	n	amistad	vriendschap
3139	2353	deficit	n	déficit	tekort
3140	2351	dear	n	querido	Geachte
3141	2351	convey	v	transmitir	overbrengen
3142	2349	reserve	v	reserva	reserveren
3143	2348	planet	n	planeta	planeet
3144	2348	frequent	a	frecuente	veel voorkomend
3145	2347	loose	a	suelto	los
3146	2347	intense	a	intenso	intens
3147	2346	retail	a	Al por menor	kleinhandel
3148	2345	wind	v	viento	wind
3149	2344	lost	a	perdió	verloren
3150	2344	grain	n	grano	graan
3151	2342	particle	n	partícula	deeltje
3152	2341	destruction	n	destrucción	verwoesting
3153	2339	witness	v	testigo	getuige
3154	2338	pit	n	pozo	pit
3155	2337	registration	n	registro	registratie
3156	2337	conception	n	concepción	opvatting
3157	2336	steady	a	estable	vast
3158	2336	rival	n	rival	concurrent
3159	2335	steam	n	vapor	stoom-
3160	2335	back	a	espalda	terug
3161	2332	chancellor	n	canciller	kanselier
3162	2329	crash	v	choque	neerstorten
3163	2328	belt	n	cinturón	riem
3164	2326	logic	n	lógica	logica
3165	2325	premium	n	prima	premie
3166	2325	confront	v	confrontar	confronteren
3167	2324	precede	v	preceder	voorafgaan
3168	2323	experimental	a	experimental	experimenteel
3169	2322	alarm	n	alarma	alarm
3170	2321	rational	a	racional	rationeel
3171	2321	incentive	n	incentivo	aansporing
3172	2320	roughly	adv	aproximadamente	ongeveer
3173	2320	bench	n	banco	bank
3174	2319	wrap	v	envolver	inpakken
3175	2319	regarding	prep	respecto a	met betrekking tot
3176	2319	inadequate	a	inadecuado	ontoereikend
3177	2319	ambition	n	ambición	ambitie
3178	2318	since	adv	ya que	sinds
3179	2317	fate	n	destino	lot
3180	2316	vendor	n	vendedor	verkoper
3181	2316	stranger	n	desconocido	vreemdeling
3182	2316	spiritual	a	espiritual	geestelijk
3183	2316	increasing	a	creciente	toenemend
3184	2316	anticipate	v	prever	anticiperen
3185	2315	logical	a	lógico	logisch
3186	2312	fibre	n	fibra	vezel
3187	2311	attribute	v	atributo	attribuut
3188	2310	sense	v	sentido	zin
3189	2310	black	n	negro	zwart
3190	2309	petrol	n	gasolina	benzine
3191	2309	maker	n	fabricante	maker
3192	2307	generous	a	generoso	genereus
3193	2305	allocation	n	asignación	toewijzing
3194	2302	depression	n	depresión	depressie
3195	2302	declaration	n	declaración	verklaring
3196	2301	spot	v	lugar	plek
3197	2301	modest	a	modesto	bescheiden
3198	2301	bottom	a	fondo	bodem
3199	2300	dividend	n	dividendo	dividend
3200	2300	devote	v	dedicar	wijden
3201	2297	condemn	v	condenar	veroordelen
3202	2296	integrate	v	integrar	integreren
3203	2294	pile	n	pila	stapel
3204	2294	identification	n	identificación	identificatie
3205	2294	acute	a	agudo	acuut
3206	2293	barely	adv	apenas	nauwelijks
3207	2292	providing	conj	siempre que	het verstrekken van
3208	2292	directive	n	directiva	richtlijn
3209	2292	bet	v	apuesta	inzet
3210	2291	modify	v	modificar	wijzigen
3211	2291	bare	a	desnudo	kaal
3212	2290	swear	v	jurar	zweer
3213	2290	final	n	final	laatste
3214	2288	accordingly	adv	en consecuencia	overeenkomstig
3215	2286	valid	a	válido	Geldig
3216	2285	wherever	adv	donde quiera	waar dan ook
3217	2282	mortality	n	mortalidad	sterfte
3218	2282	medium	n	medio	medium
3219	2280	silk	n	seda	zijde
3220	2280	funeral	n	funeral	begrafenis
3221	2278	depending	a	dependiente	afhankelijk
3222	2278	cow	n	vaca	koe
3223	2277	correspond	v	corresponder	overeenstemmen
3224	2277	cite	v	citar	citeren
3225	2273	classic	a	clásico	klassiek
3226	2271	inspection	n	inspección	inspectie
3227	2271	calculation	n	cálculo	berekening
3228	2266	rubbish	n	basura	onzin
3229	2264	minimum	n	mínimo	minimum
3230	2264	hypothesis	n	hipótesis	hypothese
3231	2260	youngster	n	joven	jongeling
3232	2260	slope	n	cuesta abajo	helling
3233	2257	patch	n	parche	lap
3234	2257	invitation	n	invitación	uitnodiging
3235	2256	ethnic	a	étnico	etnisch
3236	2255	federation	n	federación	federatie
3237	2253	duke	n	duque	hertog
3238	2249	wholly	adv	totalmente	geheel
3239	2249	closure	n	cierre	sluiting
3240	2248	dictionary	n	diccionario	woordenboek
3241	2245	withdrawal	n	retirada	het terugtrekken
3242	2245	automatic	a	automático	automatisch
3243	2244	liable	a	responsable	aansprakelijk
3244	2244	cry	n	llorar	huilen
3245	2243	slow	v	lento	langzaam
3246	2243	borough	n	ciudad	stad
3247	2241	well	a	bien	goed
3248	2241	suspicion	n	sospecha	achterdocht
3249	2240	portrait	n	retrato	portret
3250	2240	local	n	local	lokaal
3251	2240	jew	n	judío	Jood
3252	2240	fragment	n	fragmento	fragment
3253	2238	revolutionary	a	revolucionario	revolutionair
3254	2238	evaluate	v	evaluar	schatten
3255	2234	competitor	n	competidor	concurrent
3256	2232	sole	a	único	zool
3257	2231	reliable	a	de confianza	betrouwbaar
3258	2230	weigh	v	pesar	wegen
3259	2228	medieval	a	medieval	middeleeuws
3260	2228	clinic	n	clínica	kliniek
3261	2227	shine	v	brillar	schijnen
3262	2226	knit	v	tejer	breien
3263	2225	complexity	n	complejidad	ingewikkeldheid
3264	2224	remedy	n	remedio	remedie
3265	2224	fence	n	cerca	hek
3266	2224	bike	n	bicicleta	fiets
3267	2219	freeze	v	congelar	bevriezen
3268	2219	eliminate	v	eliminar	elimineren
3269	2218	interior	n	interior	interieur
3270	2218	intellectual	a	intelectual	intellectueel
3271	2218	established	a	establecido	gevestigd
3272	2217	voter	n	votante	kiezer
3273	2217	garage	n	garaje	garage
3274	2216	era	n	era	tijdperk
3275	2215	pregnant	a	embarazada	zwanger
3276	2214	plot	n	trama	plot
3277	2212	greet	v	saludar	begroeten
3278	2212	electrical	a	eléctrico	elektrisch
3279	2211	lie	n	mentira	liggen
3280	2211	disorder	n	trastorno	wanorde
3281	2206	formally	adv	formalmente	formeel
3282	2206	excuse	n	excusa	excuus
3283	2205	socialist	a	socialista	socialist
3284	2205	cancel	v	cancelar	Annuleer
3285	2202	harm	n	daño	kwaad
3286	2202	excess	n	exceso	overmaat
3287	2201	exact	a	exacto	exact
3288	2200	oblige	v	obligar	verplichten
3289	2199	accountant	n	contador	accountant
3290	2198	mutual	a	mutuo	wederzijds
3291	2192	fat	n	grasa	dik
3292	2190	volunteer	n	voluntario	vrijwilliger
3293	2190	laughter	n	risa	gelach
3294	2187	trick	n	truco	truc
3295	2185	load	v	carga	laden
3296	2185	disposal	n	disposición	beschikking
3297	2184	taxi	n	taxi	taxi
3298	2184	murmur	v	murmullo	ruisen
3299	2182	tonne	n	tonelada	ton
3300	2181	spell	v	deletrear	spellen
3301	2181	clerk	n	empleado	klerk
3302	2180	curious	a	curioso	nieuwsgierig
3303	2179	satisfactory	a	satisfactorio	bevredigend
3304	2179	identical	a	idéntico	identiek
3305	2179	applicant	n	solicitante	aanvrager
3306	2178	removal	n	eliminación	verwijdering
3307	2177	processor	n	procesador	bewerker
3308	2172	cotton	n	algodón	katoen
3309	2171	reverse	v	marcha atrás	omgekeerde
3310	2171	hesitate	v	vacilar	aarzelen
3311	2168	professor	n	profesor	professor
3312	2168	admire	v	admirar	bewonderen
3313	2164	namely	adv	a saber	namelijk
3314	2162	electoral	a	electoral	electorale
3315	2161	delight	n	deleite	genot
3316	2160	urgent	a	urgente	dringend
3317	2160	prompt	v	rápido	prompt
3318	2160	mate	n	compañero	stuurman
3319	2160	exposure	n	exposición	blootstelling
3320	2157	server	n	servidor	server
3321	2157	distinctive	a	distintivo	kenmerkend
3322	2154	marginal	a	marginal	marginaal
3323	2153	structural	a	estructural	structureel
3324	2151	rope	n	cuerda	touw
3325	2150	miner	n	minero	mijnwerker
3326	2150	entertainment	n	entretenimiento	vermaak
3327	2150	acre	n	acre	acre
3328	2149	pig	n	cerdo	varken
3329	2149	encouraging	a	alentador	bemoedigend
3330	2148	guarantee	n	garantía	garantie
3331	2146	gear	n	engranaje	versnelling
3332	2144	anniversary	n	aniversario	verjaardag
3333	2142	past	adv	pasado	Verleden
3334	2142	ceremony	n	ceremonia	ceremonie
3335	2141	rub	v	frotar	wrijven
3336	2141	monopoly	n	monopolio	Monopoly
3337	2141	left	n	izquierda	links
3338	2140	flee	v	huir	vluchten
3339	2139	yield	v	rendimiento	opbrengst
3340	2139	discount	n	descuento	korting
3341	2139	above	a	encima	bovenstaand
3342	2136	uncle	n	tío	oom
3343	2136	audit	n	auditoría	audit
3344	2136	advertisement	n	anuncio	advertentie
3345	2135	explosion	n	explosión	explosie
3346	2135	contrary	a	contrario	tegendeel
3347	2134	tribunal	n	tribunal	tribunaal
3348	2133	swallow	v	golondrina	slikken
3349	2131	typically	adv	típicamente	typisch
3350	2131	fun	a	divertido	pret
3351	2130	rat	n	rata	Rat
3352	2130	cloth	n	paño	kleding
3353	2129	cable	n	cable	kabel
3354	2127	interrupt	v	interrumpir	onderbreken
3355	2127	crash	n	choque	neerstorten
3356	2126	flame	n	llama	vlam
3357	2126	controversy	n	controversia	controverse
3358	2124	rabbit	n	Conejo	konijn
3359	2124	everyday	a	cada día	elke dag
3360	2124	allegation	n	alegación	bewering
3361	2123	strip	n	tira	strip
3362	2123	stability	n	estabilidad	stabiliteit
3363	2122	tide	n	marea	tij
3364	2121	illustration	n	ilustración	illustratie
3365	2120	insect	n	insecto	insect
3366	2118	correspondent	n	corresponsal	correspondent
3367	2115	devise	v	idear	bedenken
3368	2115	determined	a	determinado	vastbesloten
3369	2115	brush	v	cepillo	borstel
3370	2114	adjustment	n	ajuste	aanpassing
3371	2110	controversial	a	polémico	controversieel
3372	2109	organic	a	orgánico	biologisch
3373	2109	escape	n	escapar	ontsnappen
3374	2107	thoroughly	adv	a fondo	grondig
3375	2107	interface	n	interfaz	interface
3376	2107	historic	a	histórico	historisch
3377	2107	collapse	n	colapso	ineenstorting
3378	2105	temple	n	templo	tempel
3379	2105	shade	n	sombra	schaduw
3380	2104	craft	n	arte	ambacht
3381	2103	nursery	n	vivero	kwekerij
3382	2102	piano	n	piano	piano
3383	2102	desirable	a	deseable	wenselijk
3384	2100	assurance	n	garantía	zekerheid
3385	2099	jurisdiction	n	jurisdicción	jurisdictie
3386	2099	advertise	v	anunciar	adverteren
3387	2097	bay	n	bahía	baai
3388	2096	specification	n	especificación	specificatie
3389	2096	disability	n	discapacidad	onbekwaamheid
3390	2095	presidential	a	presidencial	presidents-
3391	2095	arrest	n	arrestar	arresteren
3392	2091	unexpected	a	inesperado	niet verwacht
3393	2089	switch	n	cambiar	schakelaar
3394	2089	penny	n	centavo	cent
3395	2087	respect	v	el respeto	eerbied
3396	2087	celebration	n	celebracion	viering
3397	2086	gross	a	bruto	bruto
3398	2086	aid	v	ayuda	steun
3399	2085	superb	a	magnífico	prachtig
3400	2085	process	v	proceso	werkwijze
3401	2083	innocent	a	inocente	onschuldig
3402	2078	leap	v	salto	sprong
3403	2078	colony	n	colonia	kolonie
3404	2077	wound	n	herida	wond
3405	2076	hardware	n	hardware	hardware
3406	2075	satellite	n	satélite	satelliet
3407	2075	float	v	flotador	vlotter
3408	2075	bible	n	Biblia	Bijbel
3409	2074	statistical	a	estadístico	statistisch
3410	2073	marked	a	marcado	gemarkeerd
3411	2073	hire	v	alquiler	huren
3412	2072	cathedral	n	catedral	kathedraal
3413	2070	motive	n	motivo	motief
3414	2070	correct	v	correcto	correct
3415	2068	gastric	a	gástrico	maag-
3416	2067	raid	n	RAID	inval
3417	2066	comply	v	cumplir	voldoen
3418	2065	accommodate	v	acomodar	accommoderen
3419	2064	mutter	v	murmurar	mompelen
3420	2064	induce	v	inducir	induceren
3421	2059	trap	v	trampa	val
3422	2056	invasion	n	invasión	invasie
3423	2056	humour	n	humor	humor
3424	2056	bulk	n	abultar	massa
3425	2054	traditionally	adv	tradicionalmente	oudsher
3426	2053	commission	v	comisión	commissie
3427	2052	upstairs	adv	piso de arriba	boven
3428	2051	translate	v	traducir	vertalen
3429	2051	rhythm	n	ritmo	ritme
3430	2051	emission	n	emisión	emissie
3431	2051	collective	a	colectivo	collectief
3432	2050	transformation	n	transformación	transformatie
3433	2050	battery	n	batería	accu
3434	2049	stimulus	n	estímulo	prikkel
3435	2049	naked	a	desnudo	naakt
3436	2047	white	n	blanco	wit
3437	2046	menu	n	menú	menu
3438	2044	toilet	n	baño	toilet
3439	2044	butter	n	mantequilla	boter
3440	2043	surprise	v	sorpresa	verrassing
3441	2043	needle	n	aguja	naald-
3442	2043	effectiveness	n	eficacia	effectiviteit
3443	2042	accordance	n	conformidad	overeenstemming
3444	2041	molecule	n	molécula	molecuul
3445	2041	fiction	n	ficción	fictie
3446	2040	learning	n	aprendizaje	aan het leren
3447	2038	statute	n	estatuto	statuut
3448	2037	reluctant	a	reacio	onwillig
3449	2037	overlook	v	pasar por alto	overzien
3450	2037	junction	n	unión	knooppunt
3451	2036	necessity	n	necesidad	noodzaak
3452	2036	nearby	a	cerca	nabijgelegen
3453	2036	experienced	a	experimentado	ervaren
3454	2035	lorry	n	camión	vrachtwagen
3455	2031	exclusive	a	exclusivo	exclusief
3456	2030	graphics	n	gráficos	grafiek
3457	2029	stimulate	v	estimular	stimuleren
3458	2028	warmth	n	calor	warmte
3459	2028	therapy	n	terapia	behandeling
3460	2027	convenient	a	conveniente	geschikt
3461	2026	cinema	n	cine	bioscoop
3462	2025	domain	n	dominio	domein
3463	2024	tournament	n	torneo	toernooi
3464	2020	doctrine	n	doctrina	leer
3465	2018	sheer	a	escarpado	zeeg
3466	2018	proposition	n	proposición	voorstel
3467	2017	grip	n	apretón	greep
3468	2016	widow	n	Vdo	weduwe
3469	2016	discrimination	n	discriminación	discriminatie
3470	2016	bloody	adv	sangriento	bloedig
3471	2013	ruling	a	decisión	regerende
3472	2013	fit	n	ajuste	passen
3473	2012	nonetheless	adv	sin embargo	niettemin
3474	2012	myth	n	mito	mythe
3475	2012	episode	n	episodio	aflevering
3476	2012	drift	v	deriva	drift
3477	2012	assert	v	afirmar	beweren
3478	2008	terrace	n	terraza	terras
3479	2007	uncertain	a	incierto	onzeker
3480	2004	twist	v	giro	twist
3481	2003	insight	n	visión	in zicht
3482	2001	undermine	v	socavar	ondermijnen
3483	2001	tragedy	n	tragedia	tragedie
3484	2000	enforce	v	hacer cumplir	afdwingen
3485	2000	criticise	v	criticar	bekritiseren
3486	1999	march	v	marzo	maart
3487	1999	leaflet	n	folleto	brochure
3488	1998	fellow	a	compañero	kameraad
3489	1997	object	v	objeto	voorwerp
3490	1994	pond	n	estanque	vijver
3491	1993	adventure	n	aventuras	avontuur
3492	1992	diplomatic	a	diplomático	diplomatisch
3493	1991	mixed	a	mezclado	gemengd
3494	1990	rebel	n	rebelde	rebel
3495	1990	equity	n	equidad	eigen vermogen
3496	1989	literally	adv	literalmente	letterlijk
3497	1988	magnificent	a	magnífico	prachtig
3498	1988	loyalty	n	lealtad	loyaliteit
3499	1987	tremendous	a	tremendo	enorme
3500	1982	airline	n	aerolínea	vliegmaatschappij
3501	1981	shore	n	apuntalar	kust-
3502	1981	restoration	n	restauracion	restauratie
3503	1980	physically	adv	físicamente	fysiek
3504	1979	render	v	hacer	geven
3505	1978	institutional	a	institucional	institutionele
3506	1978	emphasize	v	enfatizar	benadrukken
3507	1977	mess	n	lío	knoeien
3508	1977	commander	n	comandante	commandant
3509	1975	straightforward	a	sencillo	rechtdoorzee
3510	1975	singer	n	cantante	zanger
3511	1974	squeeze	v	exprimir	knijpen
3512	1974	full-time	a	tiempo completo	full time
3513	1974	breed	v	raza	ras
3514	1973	successor	n	sucesor	opvolger
3515	1971	triumph	n	triunfo	triomf
3516	1971	heading	n	título	titel
3517	1969	mathematics	n	matemáticas	wiskunde
3518	1968	laugh	n	risa	lach
3519	1968	clue	n	pista	aanwijzing
3520	1966	still	a	todavía	nog steeds
3521	1966	ease	n	facilitar	gemak
3522	1965	specially	adv	especialmente	speciaal
3523	1965	biological	a	biológico	biologisch
3524	1963	forgive	v	perdonar	vergeven
3525	1962	trustee	n	fideicomisario	curator
3526	1962	photo	n	foto	foto
3527	1962	fraction	n	fracción	fractie
3528	1962	chase	v	persecución	jacht
3529	1961	whereby	adv	por lo cual	waardoor
3530	1961	mud	n	barro	modder
3531	1960	pensioner	n	pensionista	gepensioneerde
3532	1960	functional	a	funcional	functioneel
3533	1960	copy	v	dupdo	kopiëren
3534	1958	strictly	adv	estrictamente	strikt
3535	1958	desperately	adv	desesperadamente	wanhopig
3536	1958	await	v	esperar	wachten
3537	1957	coverage	n	cobertura	dekking
3538	1956	wildlife	n	fauna silvestre	dieren in het wild
3539	1956	indicator	n	indicador	indicator
3540	1954	lightly	adv	ligeramente	licht
3541	1952	hierarchy	n	jerarquía	hiërarchie
3542	1949	evolve	v	evolucionar	evolueren
3543	1948	mechanical	a	mecánico	mechanisch
3544	1947	expert	a	experto	deskundige
3545	1946	creditor	n	acreedor	schuldeiser
3546	1946	capitalist	n	capitalista	kapitalist
3547	1945	essence	n	esencia	essence
3548	1945	compose	v	componer	componeren
3549	1943	mentally	adv	mentalmente	geestelijk
3550	1942	gaze	n	mirada	staren
3551	1941	seminar	n	seminario	congres
3552	1940	target	v	objetivo	doelwit
3553	1940	label	v	etiqueta	etiket
3554	1940	fig	n	higo	vijg
3555	1940	continent	n	continente	continent
3556	1939	chap	n	cap	kerel
3557	1937	flexibility	n	flexibilidad	flexibiliteit
3558	1936	verse	n	verso	vers
3559	1936	minute	a	minuto	minuut
3560	1935	whisky	n	whisky	whisky
3561	1935	equivalent	a	equivalente	gelijkwaardig
3562	1934	recruit	v	recluta	rekruut
3563	1934	echo	v	eco	echo
3564	1933	unfair	a	injusto	oneerlijk
3565	1933	launch	n	lanzamiento	lancering
3566	1933	cupboard	n	alacena	kast
3567	1933	bush	n	arbusto	struik
3568	1932	shortage	n	escasez	tekort
3569	1932	prominent	a	prominente	vooraanstaand
3570	1932	merger	n	fusión	fusie
3571	1932	command	v	mando	opdracht
3572	1931	subtle	a	sutil	subtiel
3573	1930	capital	a	capital	hoofdstad
3574	1929	gang	n	pandilla	bende
3575	1929	fish	v	pescado	vis
3576	1928	unhappy	a	infeliz	ongelukkig
3577	1928	lifetime	n	toda la vida	levenslang
3578	1927	elite	n	élite	de elite
3579	1925	refusal	n	negativa	weigering
3580	1925	finish	n	terminar	af hebben
3581	1925	aggressive	a	agresivo	agressief
3582	1924	superior	a	superior	beter
3583	1924	landing	n	aterrizaje	landen
3584	1924	exchange	v	intercambiar	uitwisseling
3585	1923	debate	v	debate	debat
3586	1921	educate	v	educar	onderwijzen
3587	1920	separation	n	separación	scheiding
3588	1920	productivity	n	productividad	produktiviteit
3589	1920	initiate	v	iniciado	ingewijde
3590	1919	probability	n	probabilidad	waarschijnlijkheid
3591	1918	virus	n	virus	virus
3592	1917	reporter	n	reportero	verslaggever
3593	1917	fool	n	tonto	dwaas
3594	1916	pop	v	popular	knal
3595	1916	capitalism	n	capitalismo	kapitalisme
3596	1915	painful	a	doloroso	pijnlijk
3597	1914	correctly	adv	correctamente	correct
3598	1914	complex	n	complejo	complex
3599	1913	rumour	n	rumor	gerucht
3600	1913	imperial	a	imperial	keizerlijk
3601	1912	justification	n	justificación	rechtvaardiging
3602	1912	availability	n	disponibilidad	beschikbaarheid
3603	1911	spectacular	a	espectacular	spectaculaire
3604	1910	remain	n	permanecer	blijven
3605	1909	ocean	n	Oceano	oceaan
3606	1908	cliff	n	acantilado	klif
3607	1907	sociology	n	sociología	sociologie
3608	1902	sadly	adv	tristemente	droevig
3609	1902	missile	n	misil	raket
3610	1901	situate	v	situar	plaatsen
3611	1901	artificial	a	artificial	kunstmatig
3612	1901	apartment	n	apartamento	appartement
3613	1898	provoke	v	provocar	uitlokken
3614	1898	oral	a	oral	mondeling
3615	1897	maximum	n	máximo	maximum
3616	1897	angel	n	ángel	engel
3617	1896	spare	a	de repuesto	Reserve
3618	1896	shame	n	vergüenza	schaamte
3619	1895	intelligent	a	inteligente	intelligent
3620	1895	discretion	n	discreción	goeddunken
3621	1895	businessman	n	empresario	zakenman
3622	1894	explicit	a	explícito	uitdrukkelijk
3623	1894	book	v	libro	boek
3624	1893	uniform	n	uniforme	uniform
3625	1893	push	n	empujar	Duwen
3626	1893	counter	n	mostrador	teller
3627	1892	subject	a	tema	onderwerpen
3628	1892	objective	a	objetivo	doelstelling
3629	1892	hungry	a	hambriento	hongerig
3630	1892	clothing	n	ropa	kleding
3631	1890	ride	n	paseo	rijden
3632	1889	romantic	a	romántico	romantisch
3633	1889	attendance	n	asistencia	opkomst
3634	1888	part-time	a	medio tiempo	deeltijd
3635	1887	trace	n	rastro	spoor
3636	1887	backing	n	apoyo	steun
3637	1886	sensation	n	sensación	gevoel
3638	1886	carrier	n	portador	carrier
3639	1885	interest	v	interesar	interesseren
3640	1885	classification	n	clasificación	classificatie
3641	1885	classic	n	clásico	klassiek
3642	1885	beg	v	mendigar	bedelen
3643	1884	appendix	n	apéndice	bijlage
3644	1881	doorway	n	puerta	deuropening
3645	1881	density	n	densidad	dichtheid
3646	1880	working-class	a	clase obrera	arbeidersklasse
3647	1879	legislative	a	legislativo	wetgevend
3648	1879	hint	n	insinuación	wenk
3649	1878	shower	n	ducha	douche
3650	1878	current	n	corriente	actueel
3651	1877	succession	n	sucesión	successie
3652	1877	nasty	a	asqueroso	smerig
3653	1876	duration	n	duración	looptijd
3654	1875	desert	n	Desierto	woestijn
3655	1874	receipt	n	recibo	bon
3656	1874	native	a	nativo	inheems
3657	1874	chapel	n	capilla	kapel
3658	1873	amazing	a	asombroso	verbazingwekkend
3659	1872	hopefully	adv	Ojalá	hopelijk
3660	1872	fleet	n	flota	vloot
3661	1872	comparable	a	comparable	vergelijkbaar
3662	1870	oxygen	n	oxígeno	zuurstof
3663	1870	installation	n	instalación	installatie
3664	1870	developer	n	desarrollador	ontwikkelaar
3665	1869	disadvantage	n	desventaja	nadeel
3666	1868	recipe	n	receta	recept
3667	1868	crystal	n	cristal	kristal
3668	1867	modification	n	modificación	wijziging
3669	1866	schedule	v	programar	planning
3670	1866	midnight	n	medianoche	middernacht
3671	1865	successive	a	sucesivo	opeenvolgende
3672	1865	formerly	adv	antes	vroeger
3673	1864	loud	a	ruidoso	luid
3674	1863	value	v	valor	waarde
3675	1862	physics	n	física	fysica
3676	1861	truck	n	camión	vrachtauto
3677	1861	stroke	n	carrera	beroerte
3678	1861	kiss	n	Beso	kus
3679	1860	envelope	n	sobre	envelop
3680	1859	speculation	n	especulación	speculatie
3681	1858	canal	n	canal	kanaal
3682	1857	unionist	n	unionista	unionistische
3683	1856	directory	n	directorio	directory
3684	1855	receiver	n	receptor	ontvanger
3685	1855	isolation	n	aislamiento	isolatie
3686	1855	fade	v	descolorarse	vervagen
3687	1855	chemistry	n	química	chemie
3688	1853	unnecessary	a	innecesario	onnodig
3689	1853	hit	n	golpear	raken
3690	1852	defender	n	defensor	verdediger
3691	1851	stance	n	postura	houding
3692	1851	sin	n	pecado	zonde
3693	1851	realistic	a	realista	realistisch
3694	1850	socialist	n	socialista	socialist
3695	1849	subsidy	n	subvención	subsidie
3696	1849	content	a	contenido	inhoud
3697	1848	toy	n	juguete	speelgoed-
3698	1848	darling	n	cariño	schat
3699	1847	decent	a	bueno	fatsoenlijk
3700	1846	liberty	n	libertad	vrijheid
3701	1846	forever	adv	por sienpre	voor altijd
3702	1845	skirt	n	falda	rok
3703	1845	coordinate	v	coordinar	coördineren
3704	1842	tactic	n	táctica	tactiek
3705	1842	influential	a	influyente	invloedrijk
3706	1842	import	v	importar	importeren
3707	1842	accent	n	acento	accent
3708	1841	compound	n	compuesto	samenstelling
3709	1841	bastard	n	Bastardo	bastaard-
3710	1840	ingredient	n	ingrediente	ingrediënt
3711	1840	dull	a	aburrido	dof
3712	1837	cater	v	abastecer	tegemoet te komen
3713	1835	scholar	n	erudito	geleerde
3714	1835	faint	a	débil	flauw
3715	1833	ghost	n	fantasma	geest
3716	1832	sculpture	n	escultura	beeldhouwwerk
3717	1832	ridiculous	a	ridículo	belachelijk
3718	1832	diagnosis	n	diagnóstico	diagnose
3719	1830	delegate	n	delegar	delegeren
3720	1829	neat	a	ordenado	netjes
3721	1829	kit	n	equipo	uitrusting
3722	1828	lion	n	león	leeuw
3723	1828	dialogue	n	diálogo	dialoog
3724	1827	repair	v	reparar	reparatie
3725	1826	tray	n	bandeja	dienblad
3726	1825	fantasy	n	fantasía	fantasie
3727	1824	leave	n	salir	het verlof
3728	1823	export	v	exportar	exporteren
3729	1822	forth	adv	adelante	voort
3730	1821	lamp	n	lámpara	lamp
3731	1820	allege	v	alegar	beweren
3732	1819	pavement	n	pavimento	bestrating
3733	1819	brand	n	marca	merk
3734	1817	constable	n	alguacil	politieagent
3735	1817	compromise	n	compromiso	compromis
3736	1816	flag	n	bandera	vlag
3737	1815	filter	n	filtrar	filter
3738	1814	reign	n	reinado	regeren
3739	1814	execute	v	ejecutar	uitvoeren
3740	1811	pity	n	lástima	jammer
3741	1811	merit	n	mérito	verdienste
3742	1810	diagram	n	diagrama	diagram
3743	1809	wool	n	lana	wol
3744	1809	organism	n	organismo	organisme
3745	1809	elegant	a	elegante	elegant
3746	1808	red	n	rojo	rood
3747	1807	undertaking	n	empresa	onderneming
3748	1807	lesser	a	menor	minder
3749	1806	reach	n	alcanzar	bereiken
3750	1806	marvellous	a	maravilloso	wonderbaar
3751	1806	improved	a	mejorado	verbeterd
3752	1805	locally	adv	en la zona	plaatselijk
3753	1805	entity	n	entidad	entiteit
3754	1804	rape	n	violación	verkrachting
3755	1802	secure	a	seguro	beveiligen
3756	1802	descend	v	descender	neerdalen
3757	1802	backwards	adv	hacia atrás	achteruit
3758	1801	peer	v	mirar	turen
3759	1801	excuse	v	excusa	excuus
3760	1800	genetic	a	genético	genetisch
3761	1799	fold	v	doblez	vouwen
3762	1798	portfolio	n	portafolio	portefeuille
3763	1798	consensus	n	consenso	overeenstemming
3764	1796	thesis	n	tesis	scriptie
3765	1796	shop	v	tienda	winkel
3766	1795	nest	n	nido	nest
3767	1795	frown	v	fruncir el ceño	frons
3768	1795	builder	n	constructor	bouwer
3769	1795	administer	v	administrar	beheren
3770	1794	tip	v	propina	tip
3771	1794	lung	n	pulmón	long
3772	1794	delegation	n	delegación	delegatie
3773	1793	outside	n	fuera de	buiten
3774	1793	heating	n	calefacción	verwarming
3775	1792	like	conj	me gusta	graag willen
3776	1791	instinct	n	instinto	instinct
3777	1790	teenager	n	adolescente	tiener
3778	1790	lonely	a	solitario	eenzaam
3779	1789	residence	n	residencia	residentie
3780	1789	radiation	n	radiación	bestraling
3781	1789	extract	v	extraer	extract
3782	1788	concession	n	concesión	concessie
3783	1788	autonomy	n	autonomía	autonomie
3784	1787	norm	n	norma	norm
3785	1787	musician	n	músico	musicus
3786	1787	graduate	n	graduado	afstuderen
3787	1786	glory	n	gloria	heerlijkheid
3788	1786	bear	n	oso	beer
3789	1785	persist	v	persistir	aanhouden
3790	1784	rescue	v	rescate	redden
3791	1784	equip	v	equipar	uitrusten
3792	1783	partial	a	parcial	gedeeltelijk
3793	1783	officially	adv	oficialmente	officieel
3794	1783	capability	n	capacidad	geschiktheid
3795	1782	worry	n	preocupación	zich zorgen maken
3796	1782	liberation	n	liberación	bevrijding
3797	1781	hunt	v	cazar	jacht
3798	1781	daily	adv	diariamente	dagelijks
3799	1780	heel	n	tacón	hiel-
3800	1780	contract	v	contrato	contract
3801	1778	update	v	actualizar	bijwerken
3802	1778	assign	v	asignar	toewijzen
3803	1777	spring	v	primavera	de lente
3804	1777	single	n	soltero	single
3805	1776	commons	n	los comunes	burgerij
